,Sentence #,Word,POS,Tag
4461,Sentence: 201,.,.,O
4462,Sentence: 202,The,DT,O
4463,Sentence: 202,latest,JJS,O
4464,Sentence: 202,victim,NN,O
4465,Sentence: 202,was,VBD,O
4466,Sentence: 202,a,DT,O
4467,Sentence: 202,16-year-old,JJ,O
4468,Sentence: 202,girl,NN,O
4469,Sentence: 202,from,IN,O
4470,Sentence: 202,the,DT,O
4471,Sentence: 202,town,NN,O
4472,Sentence: 202,of,IN,O
4473,Sentence: 202,Bekasi,NNP,B-geo
4474,Sentence: 202,",",",",O
4475,Sentence: 202,on,IN,O
4476,Sentence: 202,the,DT,O
4477,Sentence: 202,eastern,JJ,O
4478,Sentence: 202,outskirts,NNS,O
4479,Sentence: 202,of,IN,O
4480,Sentence: 202,Jakarta,NNP,B-geo
4481,Sentence: 202,.,.,O
4482,Sentence: 203,Officials,NNS,O
4483,Sentence: 203,say,VBP,O
4484,Sentence: 203,she,PRP,O
4485,Sentence: 203,died,VBD,O
4486,Sentence: 203,Tuesday,NNP,B-tim
4487,Sentence: 203,.,.,O
4488,Sentence: 204,Monday,NNP,B-tim
4489,Sentence: 204,",",",",O
4490,Sentence: 204,officials,NNS,O
4491,Sentence: 204,reported,VBD,O
4492,Sentence: 204,that,IN,O
4493,Sentence: 204,a,DT,O
4494,Sentence: 204,32-year-old,JJ,O
4495,Sentence: 204,woman,NN,O
4496,Sentence: 204,from,IN,O
4497,Sentence: 204,an,DT,O
4498,Sentence: 204,area,NN,O
4499,Sentence: 204,just,RB,O
4500,Sentence: 204,west,JJS,O
4501,Sentence: 204,of,IN,O
4502,Sentence: 204,Jakarta,NNP,B-geo
4503,Sentence: 204,died,VBD,O
4504,Sentence: 204,of,IN,O
4505,Sentence: 204,bird,NN,O
4506,Sentence: 204,flu,NN,O
4507,Sentence: 204,last,JJ,O
4508,Sentence: 204,week,NN,O
4509,Sentence: 204,",",",",O
4510,Sentence: 204,at,IN,O
4511,Sentence: 204,her,PRP$,O
4512,Sentence: 204,home,NN,O
4513,Sentence: 204,in,IN,O
4514,Sentence: 204,the,DT,O
4515,Sentence: 204,city,NN,O
4516,Sentence: 204,of,IN,O
4517,Sentence: 204,Tangerang,NNP,B-geo
4518,Sentence: 204,.,.,O
4519,Sentence: 205,A,DT,O
4520,Sentence: 205,statement,NN,O
4521,Sentence: 205,from,IN,O
4522,Sentence: 205,the,DT,O
4523,Sentence: 205,health,NN,O
4524,Sentence: 205,ministry,NN,O
4525,Sentence: 205,said,VBD,O
4526,Sentence: 205,the,DT,O
4527,Sentence: 205,woman,NN,O
4528,Sentence: 205,'s,POS,O
4529,Sentence: 205,family,NN,O
4530,Sentence: 205,kept,VBD,O
4531,Sentence: 205,chickens,NNS,O
4532,Sentence: 205,in,IN,O
4533,Sentence: 205,their,PRP$,O
4534,Sentence: 205,backyard,NN,O
4535,Sentence: 205,.,.,O
4536,Sentence: 206,Humans,NNS,O
4537,Sentence: 206,are,VBP,O
4538,Sentence: 206,usually,RB,O
4539,Sentence: 206,infected,VBN,O
4540,Sentence: 206,with,IN,O
4541,Sentence: 206,bird,NN,O
4542,Sentence: 206,flu,NN,O
4543,Sentence: 206,by,IN,O
4544,Sentence: 206,direct,JJ,O
4545,Sentence: 206,contact,NN,O
4546,Sentence: 206,with,IN,O
4547,Sentence: 206,infected,JJ,O
4548,Sentence: 206,poultry,NN,O
4549,Sentence: 206,",",",",O
4550,Sentence: 206,but,CC,O
4551,Sentence: 206,experts,NNS,O
4552,Sentence: 206,fear,VBP,O
4553,Sentence: 206,the,DT,O
4554,Sentence: 206,H5N1,NNP,B-nat
4555,Sentence: 206,virus,NN,O
4556,Sentence: 206,may,MD,O
4557,Sentence: 206,mutate,VB,O
4558,Sentence: 206,into,IN,O
4559,Sentence: 206,a,DT,O
4560,Sentence: 206,form,NN,O
4561,Sentence: 206,easily,RB,O
4562,Sentence: 206,transmitted,VBN,O
4563,Sentence: 206,between,IN,O
4564,Sentence: 206,people,NNS,O
4565,Sentence: 206,.,.,O
4566,Sentence: 207,Scientists,NNS,O
4567,Sentence: 207,fear,VBP,O
4568,Sentence: 207,such,JJ,O
4569,Sentence: 207,a,DT,O
4570,Sentence: 207,mutation,NN,O
4571,Sentence: 207,could,MD,O
4572,Sentence: 207,spark,VB,O
4573,Sentence: 207,a,DT,O
4574,Sentence: 207,global,JJ,O
4575,Sentence: 207,pandemic,NN,O
4576,Sentence: 207,with,IN,O
4577,Sentence: 207,a,DT,O
4578,Sentence: 207,potential,JJ,O
4579,Sentence: 207,death,NN,O
4580,Sentence: 207,toll,NN,O
4581,Sentence: 207,of,IN,O
4582,Sentence: 207,millions,NNS,O
4583,Sentence: 207,.,.,O
4584,Sentence: 208,Thailand,NNP,B-gpe
4585,Sentence: 208,says,VBZ,O
4586,Sentence: 208,it,PRP,O
4587,Sentence: 208,has,VBZ,O
4588,Sentence: 208,photo,NN,O
4589,Sentence: 208,evidence,NN,O
4590,Sentence: 208,to,TO,O
4591,Sentence: 208,prove,VB,O
4592,Sentence: 208,its,PRP$,O
4593,Sentence: 208,claim,NN,O
4594,Sentence: 208,that,IN,O
4595,Sentence: 208,Islamic,NNP,B-org
4596,Sentence: 208,militants,NNS,O
4597,Sentence: 208,responsible,JJ,O
4598,Sentence: 208,for,IN,O
4599,Sentence: 208,violence,NN,O
4600,Sentence: 208,in,IN,O
4601,Sentence: 208,Thailand,NNP,B-geo
4602,Sentence: 208,'s,POS,O
4603,Sentence: 208,Muslim-majority,JJ,O
4604,Sentence: 208,south,NN,O
4605,Sentence: 208,are,VBP,O
4606,Sentence: 208,training,VBG,O
4607,Sentence: 208,in,IN,O
4608,Sentence: 208,neighboring,VBG,O
4609,Sentence: 208,Malaysia,NNP,B-geo
4610,Sentence: 208,.,.,O
4611,Sentence: 209,Thai,JJ,B-gpe
4612,Sentence: 209,Deputy,NNP,B-per
4613,Sentence: 209,Interior,NNP,I-per
4614,Sentence: 209,Minister,NNP,I-per
4615,Sentence: 209,Sutham,NNP,I-per
4616,Sentence: 209,Saengprathum,NNP,I-per
4617,Sentence: 209,says,VBZ,O
4618,Sentence: 209,the,DT,O
4619,Sentence: 209,photos,NNS,O
4620,Sentence: 209,show,VBP,O
4621,Sentence: 209,the,DT,O
4622,Sentence: 209,militants,NNS,O
4623,Sentence: 209,training,VBG,O
4624,Sentence: 209,in,IN,O
4625,Sentence: 209,Malaysia,NNP,B-geo
4626,Sentence: 209,'s,POS,O
4627,Sentence: 209,northern,JJ,O
4628,Sentence: 209,Kelantan,NNP,B-geo
4629,Sentence: 209,state,NN,O
4630,Sentence: 209,",",",",O
4631,Sentence: 209,which,WDT,O
4632,Sentence: 209,borders,VBZ,O
4633,Sentence: 209,southern,JJ,O
4634,Sentence: 209,Thailand,NNP,B-geo
4635,Sentence: 209,.,.,O
4636,Sentence: 210,He,PRP,O
4637,Sentence: 210,said,VBD,O
4638,Sentence: 210,if,IN,O
4639,Sentence: 210,Malaysia,NNP,B-gpe
4640,Sentence: 210,wants,VBZ,O
4641,Sentence: 210,to,TO,O
4642,Sentence: 210,see,VB,O
4643,Sentence: 210,the,DT,O
4644,Sentence: 210,photos,NNS,O
4645,Sentence: 210,",",",",O
4646,Sentence: 210,Bangkok,NNP,B-gpe
4647,Sentence: 210,will,MD,O
4648,Sentence: 210,provide,VB,O
4649,Sentence: 210,them,PRP,O
4650,Sentence: 210,.,.,O
4651,Sentence: 211,Thai,JJ,B-gpe
4652,Sentence: 211,Prime,NNP,B-per
4653,Sentence: 211,Minister,NNP,I-per
4654,Sentence: 211,Thaksin,NNP,I-per
4655,Sentence: 211,Shinawatra,NNP,I-per
4656,Sentence: 211,has,VBZ,O
4657,Sentence: 211,said,VBN,O
4658,Sentence: 211,he,PRP,O
4659,Sentence: 211,believes,VBZ,O
4660,Sentence: 211,some,DT,O
4661,Sentence: 211,of,IN,O
4662,Sentence: 211,the,DT,O
4663,Sentence: 211,insurgents,NNS,O
4664,Sentence: 211,have,VBP,O
4665,Sentence: 211,been,VBN,O
4666,Sentence: 211,trained,VBN,O
4667,Sentence: 211,in,IN,O
4668,Sentence: 211,Malaysia,NNP,B-geo
4669,Sentence: 211,",",",",O
4670,Sentence: 211,Indonesia,NNP,B-geo
4671,Sentence: 211,and,CC,O
4672,Sentence: 211,southern,JJ,O
4673,Sentence: 211,Thailand,NNP,B-geo
4674,Sentence: 211,.,.,O
4675,Sentence: 212,Malaysia,NNP,B-gpe
4676,Sentence: 212,and,CC,O
4677,Sentence: 212,Indonesia,NNP,B-gpe
4678,Sentence: 212,have,VBP,O
4679,Sentence: 212,demanded,VBN,O
4680,Sentence: 212,proof,NN,O
4681,Sentence: 212,of,IN,O
4682,Sentence: 212,Bangkok,NNP,B-gpe
4683,Sentence: 212,'s,POS,O
4684,Sentence: 212,allegations,NNS,O
4685,Sentence: 212,.,.,O
4686,Sentence: 213,More,JJR,O
4687,Sentence: 213,than,IN,O
4688,Sentence: 213,500,CD,O
4689,Sentence: 213,people,NNS,O
4690,Sentence: 213,have,VBP,O
4691,Sentence: 213,been,VBN,O
4692,Sentence: 213,killed,VBN,O
4693,Sentence: 213,this,DT,O
4694,Sentence: 213,year,NN,O
4695,Sentence: 213,in,IN,O
4696,Sentence: 213,an,DT,O
4697,Sentence: 213,insurgency,NN,O
4698,Sentence: 213,that,IN,O
4699,Sentence: 213,some,DT,O
4700,Sentence: 213,say,VBP,O
4701,Sentence: 213,is,VBZ,O
4702,Sentence: 213,supported,VBN,O
4703,Sentence: 213,by,IN,O
4704,Sentence: 213,extremist,NN,O
4705,Sentence: 213,Muslims,NNS,B-org
4706,Sentence: 213,in,IN,O
4707,Sentence: 213,Indonesia,NNP,B-geo
4708,Sentence: 213,and,CC,O
4709,Sentence: 213,Malaysia,NNP,B-geo
4710,Sentence: 213,.,.,O
4711,Sentence: 214,Anti-Japanese,JJ,O
4712,Sentence: 214,protests,NNS,O
4713,Sentence: 214,in,IN,O
4714,Sentence: 214,the,DT,O
4715,Sentence: 214,western,JJ,O
4716,Sentence: 214,Chinese,JJ,B-gpe
4717,Sentence: 214,city,NN,O
4718,Sentence: 214,of,IN,O
4719,Sentence: 214,Shanghai,NNP,B-geo
4720,Sentence: 214,turned,VBD,O
4721,Sentence: 214,violent,JJ,O
4722,Sentence: 214,Saturday,NNP,B-tim
4723,Sentence: 214,",",",",O
4724,Sentence: 214,with,IN,O
4725,Sentence: 214,protesters,NNS,O
4726,Sentence: 214,pelting,VBG,O
4727,Sentence: 214,the,DT,O
4728,Sentence: 214,Japanese,JJ,B-gpe
4729,Sentence: 214,consulate,NN,O
4730,Sentence: 214,with,IN,O
4731,Sentence: 214,rocks,NNS,O
4732,Sentence: 214,",",",",O
4733,Sentence: 214,bottles,NNS,O
4734,Sentence: 214,and,CC,O
4735,Sentence: 214,eggs,NNS,O
4736,Sentence: 214,.,.,O
4737,Sentence: 215,Several,JJ,O
4738,Sentence: 215,thousand,CD,O
4739,Sentence: 215,people,NNS,O
4740,Sentence: 215,took,VBD,O
4741,Sentence: 215,to,TO,O
4742,Sentence: 215,the,DT,O
4743,Sentence: 215,streets,NNS,O
4744,Sentence: 215,of,IN,O
4745,Sentence: 215,Shanghai,NNP,B-geo
4746,Sentence: 215,as,IN,O
4747,Sentence: 215,part,NN,O
4748,Sentence: 215,of,IN,O
4749,Sentence: 215,a,DT,O
4750,Sentence: 215,new,JJ,O
4751,Sentence: 215,wave,NN,O
4752,Sentence: 215,of,IN,O
4753,Sentence: 215,anti-Japanese,JJ,O
4754,Sentence: 215,protests,NNS,O
4755,Sentence: 215,over,IN,O
4756,Sentence: 215,Japan,NNP,B-gpe
4757,Sentence: 215,'s,POS,O
4758,Sentence: 215,bid,NN,O
4759,Sentence: 215,for,IN,O
4760,Sentence: 215,a,DT,O
4761,Sentence: 215,permanent,JJ,O
4762,Sentence: 215,seat,NN,O
4763,Sentence: 215,on,IN,O
4764,Sentence: 215,the,DT,O
4765,Sentence: 215,U.N.,NNP,B-org
4766,Sentence: 215,Security,NNP,I-org
4767,Sentence: 215,Council,NNP,I-org
4768,Sentence: 215,and,CC,O
4769,Sentence: 215,Tokyo,NNP,B-gpe
4770,Sentence: 215,'s,POS,O
4771,Sentence: 215,alleged,JJ,O
4772,Sentence: 215,downplaying,NN,O
4773,Sentence: 215,of,IN,O
4774,Sentence: 215,war,NN,O
4775,Sentence: 215,atrocities,NNS,O
4776,Sentence: 215,.,.,O
4777,Sentence: 216,In,IN,O
4778,Sentence: 216,Beijing,NNP,B-geo
4779,Sentence: 216,",",",",O
4780,Sentence: 216,police,NNS,O
4781,Sentence: 216,are,VBP,O
4782,Sentence: 216,out,RB,O
4783,Sentence: 216,in,IN,O
4784,Sentence: 216,force,NN,O
4785,Sentence: 216,waiting,VBG,O
4786,Sentence: 216,for,IN,O
4787,Sentence: 216,protests,NNS,O
4788,Sentence: 216,to,TO,O
4789,Sentence: 216,begin,VB,O
4790,Sentence: 216,in,IN,O
4791,Sentence: 216,the,DT,O
4792,Sentence: 216,capital,NN,O
4793,Sentence: 216,.,.,O
4794,Sentence: 217,State,NNP,B-per
4795,Sentence: 217,Councilor,NNP,I-per
4796,Sentence: 217,Tang,NNP,I-per
4797,Sentence: 217,Jiaxuan,NNP,I-per
4798,Sentence: 217,told,VBD,O
4799,Sentence: 217,the,DT,O
4800,Sentence: 217,official,JJ,O
4801,Sentence: 217,Xinhua,NNP,B-org
4802,Sentence: 217,news,NN,O
4803,Sentence: 217,agency,NN,O
4804,Sentence: 217,that,IN,O
4805,Sentence: 217,China,NNP,B-gpe
4806,Sentence: 217,'s,POS,O
4807,Sentence: 217,government,NN,O
4808,Sentence: 217,is,VBZ,O
4809,Sentence: 217,urging,VBG,O
4810,Sentence: 217,people,NNS,O
4811,Sentence: 217,to,TO,O
4812,Sentence: 217,protest,VB,O
4813,Sentence: 217,in,IN,O
4814,Sentence: 217,a,DT,O
4815,Sentence: 217,calm,JJ,O
4816,Sentence: 217,and,CC,O
4817,Sentence: 217,orderly,JJ,O
4818,Sentence: 217,manner,NN,O
4819,Sentence: 217,.,.,O
4820,Sentence: 218,Japan,NNP,B-geo
4821,Sentence: 218,'s,POS,O
4822,Sentence: 218,Foreign,NNP,B-per
4823,Sentence: 218,Minister,NNP,I-per
4824,Sentence: 218,",",",",O
4825,Sentence: 218,Nobutaka,NNP,B-per
4826,Sentence: 218,Machimura,NNP,I-per
4827,Sentence: 218,",",",",O
4828,Sentence: 218,arrives,VBZ,O
4829,Sentence: 218,Sunday,NNP,B-tim
4830,Sentence: 218,in,IN,O
4831,Sentence: 218,Beijing,NNP,B-geo
4832,Sentence: 218,for,IN,O
4833,Sentence: 218,talks,NNS,O
4834,Sentence: 218,with,IN,O
4835,Sentence: 218,his,PRP$,O
4836,Sentence: 218,Chinese,JJ,B-gpe
4837,Sentence: 218,counterpart,NN,O
4838,Sentence: 218,",",",",O
4839,Sentence: 218,Li,NNP,B-per
4840,Sentence: 218,Zhaoxing,NNP,I-per
4841,Sentence: 218,",",",",O
4842,Sentence: 218,to,TO,O
4843,Sentence: 218,discuss,VB,O
4844,Sentence: 218,relations,NNS,O
4845,Sentence: 218,between,IN,O
4846,Sentence: 218,the,DT,O
4847,Sentence: 218,two,CD,O
4848,Sentence: 218,countries,NNS,O
4849,Sentence: 218,.,.,O
4850,Sentence: 219,Organizers,NNS,O
4851,Sentence: 219,of,IN,O
4852,Sentence: 219,the,DT,O
4853,Sentence: 219,2012,CD,B-eve
4854,Sentence: 219,Summer,NNP,I-eve
4855,Sentence: 219,Olympics,NNPS,I-eve
4856,Sentence: 219,in,IN,O
4857,Sentence: 219,London,NNP,B-geo
4858,Sentence: 219,have,VBP,O
4859,Sentence: 219,promised,VBN,O
4860,Sentence: 219,the,DT,O
4861,Sentence: 219,"""",``,O
4862,Sentence: 219,greenest,JJS,O
4863,Sentence: 219,games,NNS,O
4864,Sentence: 219,"""",``,O
4865,Sentence: 219,in,IN,O
4866,Sentence: 219,history,NN,O
4867,Sentence: 219,and,CC,O
4868,Sentence: 219,sought,VBD,O
4869,Sentence: 219,to,TO,O
4870,Sentence: 219,soothe,VB,O
4871,Sentence: 219,concerns,NNS,O
4872,Sentence: 219,about,IN,O
4873,Sentence: 219,the,DT,O
4874,Sentence: 219,rising,VBG,O
4875,Sentence: 219,cost,NN,O
4876,Sentence: 219,of,IN,O
4877,Sentence: 219,the,DT,O
4878,Sentence: 219,event,NN,O
4879,Sentence: 219,.,.,O
4880,Sentence: 220,With,IN,O
4881,Sentence: 220,"2,012",CD,O
4882,Sentence: 220,days,NNS,O
4883,Sentence: 220,to,TO,O
4884,Sentence: 220,go,VB,O
4885,Sentence: 220,until,IN,O
4886,Sentence: 220,the,DT,O
4887,Sentence: 220,Games,NNPS,B-eve
4888,Sentence: 220,get,VBP,O
4889,Sentence: 220,under,IN,O
4890,Sentence: 220,way,NN,O
4891,Sentence: 220,",",",",O
4892,Sentence: 220,organizers,NNS,O
4893,Sentence: 220,said,VBD,O
4894,Sentence: 220,the,DT,O
4895,Sentence: 220,design,NN,O
4896,Sentence: 220,would,MD,O
4897,Sentence: 220,champion,JJ,O
4898,Sentence: 220,low,JJ,O
4899,Sentence: 220,waste,NN,O
4900,Sentence: 220,",",",",O
4901,Sentence: 220,low,JJ,O
4902,Sentence: 220,carbon,NN,O
4903,Sentence: 220,emissions,NNS,O
4904,Sentence: 220,and,CC,O
4905,Sentence: 220,environmentally,RB,O
4906,Sentence: 220,friendly,JJ,O
4907,Sentence: 220,transportation,NN,O
4908,Sentence: 220,.,.,O
4909,Sentence: 221,The,DT,O
4910,Sentence: 221,Olympic,NNP,B-org
4911,Sentence: 221,Delivery,NNP,I-org
4912,Sentence: 221,Authority,NNP,I-org
4913,Sentence: 221,has,VBZ,O
4914,Sentence: 221,promised,VBN,O
4915,Sentence: 221,to,TO,O
4916,Sentence: 221,cut,VB,O
4917,Sentence: 221,emissions,NNS,O
4918,Sentence: 221,50,CD,O
4919,Sentence: 221,percent,NN,O
4920,Sentence: 221,by,IN,O
4921,Sentence: 221,generating,VBG,O
4922,Sentence: 221,energy,NN,O
4923,Sentence: 221,on,IN,O
4924,Sentence: 221,site,NN,O
4925,Sentence: 221,and,CC,O
4926,Sentence: 221,using,VBG,O
4927,Sentence: 221,renewable,JJ,O
4928,Sentence: 221,energy,NN,O
4929,Sentence: 221,.,.,O
4930,Sentence: 222,Prime,NNP,B-per
4931,Sentence: 222,Minister,NNP,I-per
4932,Sentence: 222,Tony,NNP,I-per
4933,Sentence: 222,Blair,NNP,I-per
4934,Sentence: 222,said,VBD,O
4935,Sentence: 222,London,NNP,B-gpe
4936,Sentence: 222,is,VBZ,O
4937,Sentence: 222,farther,RB,O
4938,Sentence: 222,ahead,RB,O
4939,Sentence: 222,in,IN,O
4940,Sentence: 222,preparations,NNS,O
4941,Sentence: 222,at,IN,O
4942,Sentence: 222,this,DT,O
4943,Sentence: 222,stage,NN,O
4944,Sentence: 222,than,IN,O
4945,Sentence: 222,any,DT,O
4946,Sentence: 222,other,JJ,O
4947,Sentence: 222,previous,JJ,O
4948,Sentence: 222,Olympic,JJ,O
4949,Sentence: 222,host,NN,O
4950,Sentence: 222,city,NN,O
4951,Sentence: 222,.,.,O
4952,Sentence: 223,The,DT,O
4953,Sentence: 223,British,JJ,B-gpe
4954,Sentence: 223,government,NN,O
4955,Sentence: 223,wants,VBZ,O
4956,Sentence: 223,to,TO,O
4957,Sentence: 223,have,VB,O
4958,Sentence: 223,the,DT,O
4959,Sentence: 223,Olympic,NNP,O
4960,Sentence: 223,budget,NN,O
4961,Sentence: 223,finalized,VBN,O
4962,Sentence: 223,early,RB,O
4963,Sentence: 223,this,DT,O
4964,Sentence: 223,year,NN,O
4965,Sentence: 223,",",",",O
4966,Sentence: 223,but,CC,O
4967,Sentence: 223,costs,NNS,O
4968,Sentence: 223,have,VBP,O
4969,Sentence: 223,already,RB,O
4970,Sentence: 223,risen,VBN,O
4971,Sentence: 223,substantially,RB,O
4972,Sentence: 223,since,IN,O
4973,Sentence: 223,London,NNP,B-gpe
4974,Sentence: 223,won,VBD,O
4975,Sentence: 223,the,DT,O
4976,Sentence: 223,bid,NN,O
4977,Sentence: 223,in,IN,O
4978,Sentence: 223,July,NNP,B-tim
4979,Sentence: 223,of,IN,I-tim
4980,Sentence: 223,2005,CD,I-tim
4981,Sentence: 223,.,.,O
4982,Sentence: 224,A,DT,O
4983,Sentence: 224,select,JJ,O
4984,Sentence: 224,committee,NN,O
4985,Sentence: 224,report,NN,O
4986,Sentence: 224,due,JJ,O
4987,Sentence: 224,Wednesday,NNP,B-tim
4988,Sentence: 224,is,VBZ,O
4989,Sentence: 224,expected,VBN,O
4990,Sentence: 224,to,TO,O
4991,Sentence: 224,be,VB,O
4992,Sentence: 224,highly,RB,O
4993,Sentence: 224,critical,JJ,O
4994,Sentence: 224,of,IN,O
4995,Sentence: 224,the,DT,O
4996,Sentence: 224,government,NN,O
4997,Sentence: 224,'s,POS,O
4998,Sentence: 224,financing,NN,O
4999,Sentence: 224,of,IN,O
5000,Sentence: 224,the,DT,O
5001,Sentence: 224,Games,NNPS,B-eve
5002,Sentence: 224,.,.,O
5003,Sentence: 225,China,NNP,B-geo
5004,Sentence: 225,'s,POS,O
5005,Sentence: 225,giant,JJ,O
5006,Sentence: 225,pandas,NNS,O
5007,Sentence: 225,have,VBP,O
5008,Sentence: 225,been,VBN,O
5009,Sentence: 225,on,IN,O
5010,Sentence: 225,endangered,JJ,O
5011,Sentence: 225,species,NNS,O
5012,Sentence: 225,lists,NNS,O
5013,Sentence: 225,for,IN,O
5014,Sentence: 225,nearly,RB,O
5015,Sentence: 225,30,CD,O
5016,Sentence: 225,years,NNS,O
5017,Sentence: 225,.,.,O
5018,Sentence: 226,There,EX,O
5019,Sentence: 226,are,VBP,O
5020,Sentence: 226,only,RB,O
5021,Sentence: 226,about,IN,O
5022,Sentence: 226,"1,600",CD,O
5023,Sentence: 226,pandas,NNS,O
5024,Sentence: 226,still,RB,O
5025,Sentence: 226,living,VBG,O
5026,Sentence: 226,in,IN,O
5027,Sentence: 226,the,DT,O
5028,Sentence: 226,wild,NN,O
5029,Sentence: 226,in,IN,O
5030,Sentence: 226,China,NNP,B-geo
5031,Sentence: 226,.,.,O
5032,Sentence: 227,One,CD,O
5033,Sentence: 227,of,IN,O
5034,Sentence: 227,the,DT,O
5035,Sentence: 227,2008,CD,B-eve
5036,Sentence: 227,Olympic,JJ,I-eve
5037,Sentence: 227,mascots,NNS,O
5038,Sentence: 227,is,VBZ,O
5039,Sentence: 227,modeled,VBN,O
5040,Sentence: 227,on,IN,O
5041,Sentence: 227,a,DT,O
5042,Sentence: 227,panda,NN,O
5043,Sentence: 227,called,VBN,O
5044,Sentence: 227,Jing,NNP,B-nat
5045,Sentence: 227,Jing,NNP,I-nat
5046,Sentence: 227,.,.,O
5047,Sentence: 228,Conservationists,NNS,O
5048,Sentence: 228,hope,VBP,O
5049,Sentence: 228,she,PRP,O
5050,Sentence: 228,will,MD,O
5051,Sentence: 228,help,VB,O
5052,Sentence: 228,draw,VB,O
5053,Sentence: 228,attention,NN,O
5054,Sentence: 228,to,TO,O
5055,Sentence: 228,the,DT,O
5056,Sentence: 228,threats,NNS,O
5057,Sentence: 228,facing,VBG,O
5058,Sentence: 228,the,DT,O
5059,Sentence: 228,giant,JJ,O
5060,Sentence: 228,panda,NN,O
5061,Sentence: 228,--,IN,O
5062,Sentence: 228,one,CD,O
5063,Sentence: 228,of,IN,O
5064,Sentence: 228,China,NNP,B-gpe
5065,Sentence: 228,'s,POS,O
5066,Sentence: 228,national,JJ,O
5067,Sentence: 228,symbols,NNS,O
5068,Sentence: 228,.,.,O
5069,Sentence: 229,Sam,NNP,B-per
5070,Sentence: 229,Beattie,NNP,I-per
5071,Sentence: 229,reports,VBZ,O
5072,Sentence: 229,from,IN,O
5073,Sentence: 229,Jing,NNP,B-nat
5074,Sentence: 229,Jing,NNP,I-nat
5075,Sentence: 229,'s,POS,O
5076,Sentence: 229,home,NN,O
5077,Sentence: 229,in,IN,O
5078,Sentence: 229,Sichuan,NNP,B-geo
5079,Sentence: 229,province,NN,O
5080,Sentence: 229,.,.,O
5081,Sentence: 230,British,JJ,B-gpe
5082,Sentence: 230,defense,NN,O
5083,Sentence: 230,officials,NNS,O
5084,Sentence: 230,say,VBP,O
5085,Sentence: 230,14,CD,O
5086,Sentence: 230,British,JJ,B-gpe
5087,Sentence: 230,military,JJ,O
5088,Sentence: 230,personnel,NNS,O
5089,Sentence: 230,have,VBP,O
5090,Sentence: 230,been,VBN,O
5091,Sentence: 230,killed,VBN,O
5092,Sentence: 230,in,IN,O
5093,Sentence: 230,a,DT,O
5094,Sentence: 230,crash,NN,O
5095,Sentence: 230,of,IN,O
5096,Sentence: 230,a,DT,O
5097,Sentence: 230,NATO,NNP,B-org
5098,Sentence: 230,aircraft,NN,O
5099,Sentence: 230,in,IN,O
5100,Sentence: 230,southern,JJ,O
5101,Sentence: 230,Afghanistan,NNP,B-geo
5102,Sentence: 230,.,.,O
5103,Sentence: 231,A,DT,O
5104,Sentence: 231,NATO,NNP,B-org
5105,Sentence: 231,spokesman,NN,O
5106,Sentence: 231,says,VBZ,O
5107,Sentence: 231,the,DT,O
5108,Sentence: 231,aircraft,NN,O
5109,Sentence: 231,went,VBD,O
5110,Sentence: 231,off,IN,O
5111,Sentence: 231,the,DT,O
5112,Sentence: 231,radar,NN,O
5113,Sentence: 231,and,CC,O
5114,Sentence: 231,crashed,VBD,O
5115,Sentence: 231,in,IN,O
5116,Sentence: 231,an,DT,O
5117,Sentence: 231,open,JJ,O
5118,Sentence: 231,area,NN,O
5119,Sentence: 231,near,IN,O
5120,Sentence: 231,Kandahar,NNP,B-geo
5121,Sentence: 231,Saturday,NNP,B-tim
5122,Sentence: 231,.,.,O
5123,Sentence: 232,Officials,NNS,O
5124,Sentence: 232,say,VBP,O
5125,Sentence: 232,the,DT,O
5126,Sentence: 232,aircraft,NN,O
5127,Sentence: 232,was,VBD,O
5128,Sentence: 232,supporting,VBG,O
5129,Sentence: 232,a,DT,O
5130,Sentence: 232,NATO,NNP,B-org
5131,Sentence: 232,mission,NN,O
5132,Sentence: 232,in,IN,O
5133,Sentence: 232,the,DT,O
5134,Sentence: 232,country,NN,O
5135,Sentence: 232,'s,POS,O
5136,Sentence: 232,south,NN,O
5137,Sentence: 232,",",",",O
5138,Sentence: 232,but,CC,O
5139,Sentence: 232,there,EX,O
5140,Sentence: 232,is,VBZ,O
5141,Sentence: 232,no,DT,O
5142,Sentence: 232,indication,NN,O
5143,Sentence: 232,of,IN,O
5144,Sentence: 232,enemy,NN,O
5145,Sentence: 232,action,NN,O
5146,Sentence: 232,causing,VBG,O
5147,Sentence: 232,the,DT,O
5148,Sentence: 232,crash,NN,O
5149,Sentence: 232,.,.,O
5150,Sentence: 233,The,DT,O
5151,Sentence: 233,crash,NN,O
5152,Sentence: 233,comes,VBZ,O
5153,Sentence: 233,as,IN,O
5154,Sentence: 233,NATO,NNP,B-org
5155,Sentence: 233,forces,NNS,O
5156,Sentence: 233,launched,VBD,O
5157,Sentence: 233,an,DT,O
5158,Sentence: 233,offensive,NN,O
5159,Sentence: 233,to,TO,O
5160,Sentence: 233,drive,VB,O
5161,Sentence: 233,Taleban,NNP,B-org
5162,Sentence: 233,remnants,NNS,O
5163,Sentence: 233,out,IN,O
5164,Sentence: 233,of,IN,O
5165,Sentence: 233,Kandahar,NNP,B-geo
5166,Sentence: 233,.,.,O
5167,Sentence: 234,Officials,NNS,O
5168,Sentence: 234,say,VBP,O
5169,Sentence: 234,"""",``,O
5170,Sentence: 234,Operation,NNP,B-eve
