news,type
"Hingis to make unexpected return
 
 Martina Hingis makes her return to competitve tennis after two years out of the game at the Volvo Women's Open in Pattaya, Thailand, on Tuesday.
 
 She faces German Marlene Weingartner in the first round. ""As a competitor and athlete, I always want to win. I hope my body will hold up,"" said Hingis. ""You miss being out there in a Grand Slam final and not competing. It's a big difference between playing and commenting for TV. I miss it a lot."" The former world number one was 22 when she retired after having surgery on both ankles, and her last WTA event was in Filderstadt, Germany, in October 2002, when she lost to Elena Dementieva. Only last year she insisted that a comeback was unlikely, but speaking in Thaliand Hingis admitted: ""I said that because I didn't know what would happen with my body."" Her appearance will also benefit charities in the region and the Swiss star will donate her prize money.
",sport
"Early Elvis recordings go on sale
 
 Some of Elvis Presley's earliest recordings - including takes of All Shook Up - are going under the hammer on Sunday at a Los Angeles auction.
 
 The six unedited reel-to-reel tapes - which were owned by the engineer who recorded them - are valued at up to $50,000 (£29,000). Highlights of the two hour-long collection will get their public debut at Bonhams auction house on Saturday. The RCA tapes date from September 1956 to September 1957. The ""pre-masters"" include a take of Jailhouse Rock, religious songs, material for his first Christmas album, and banter between Presley, members of his band and engineer Thorne Nogar.
 
 ""We've had them for a lot of years, and I think the people should enjoy them,"" Nogar's son Stephen, 57, said. ""And frankly, we could use the money."" Nogar, who died in 1994 aged 72, always used to make two tapes of sessions as a back-up in case RCA producers wanted to make late changes to songs. ""He called them his ass-saver tapes,"" his son said. The quality is said to be noticeably crisper than that of a new vinyl record. Because the family does not own the copyright to the music, the tapes can only be sold for ""personal enjoyment"" and they cannot be copied for commercial gain.
",entertainment
"Guantanamo four questioned
 
 The four Britons freed from US custody in Guantanamo Bay are expected to be allowed a visit by one relative.
 
 Moazzam Begg, Martin Mubanga, Feroz Abbasi and Richard Belmar were held for three years, accused of al-Qaeda links. Mr Begg's father, Azmat, said he had been told he could see his son for 20 minutes and would say he was ""a hero"". The men are being held at London's Paddington Green police station, where they are expected to be questioned by UK anti-terror officers. But Louise Christian, the lawyer representing Mr Abbasi and Mr Mubanga, said the families would be reunited with the men away from the station. Before being driven by police from Birmingham to London, Azmat Begg said he was concerned for his son Moazzam's mental state and was looking forward to giving him a hug. As Azmat Begg arrived at the London police station, there appeared to be some confusion as to the visiting arrangements. Police have said they have a duty to investigate the men, who were arrested on their return to the UK. But Metropolitan Police Commissioner Sir John Stevens said evidence obtained by MI5 while the four were in Cuba was ""absolutely"" inadmissible in UK courts. In an interview with the Independent, Sir John said his officers would have to find other evidence before the suspects could be tried in the UK.
 
 He told the newspaper: ""If an admission is made, it is a totally different ball game... it could be used as evidence. ""The options are: if there is enough evidence they will be charged. If not they will be released as soon as possible."" The men have been allowed to meet their lawyers. Louise Christian said that after being ""tortured and abused"" at Guantanamo Bay, the men's arrest was unfair and inappropriate. She told BBC News she remained very concerned about their psychological state. Gareth Peirce, lawyer for Mr Begg, said she was shocked at the condition of the men and appalled that the authorities felt the need to detain them. Washington has claimed all four were ""enemy combatants"" who trained at camps run by al-Qaeda. The Pentagon says they were freed after the UK government promised they would not be a threat to the national security of the US or any of its allies.
 
 The detainees were immediately arrested under Section 41 of the Terrorism Act 2000 when they landed at RAF Northolt, west London, on Tuesday. Massoud Shadjareh, from the Muslim Safety Forum, said: ""What sort of homecoming is this? They are innocent people."" The Muslim Council of Britain urged that the men should receive counselling and medical help. ""We want these men to be returned into the arms of their waiting family,"" said Iqbal Sacranie, secretary general of the council.
",politics
"Edwards tips Idowu for Euro gold
 
 World outdoor triple jump record holder and BBC pundit Jonathan Edwards believes Phillips Idowu can take gold at the European Indoor Championships.
 
 Idowu landed 17.30m at the British trials in Sheffield last month to lead the world triple jump rankings. ""It's all down to him, but if he jumps as well as he did in Sheffield he could win the gold medal,"" said Edwards. ""His ability is undoubted but all his best performances seem to happen in domestic meetings.""
 
 Idowu made his breakthrough five years ago but so far has only a Commonwealth silver medal to his name. Edwards himself kept Idowu off top spot at the Manchester Games. But he believes the European Indoors in Madrid represent a chance for the 26-year-old to prove his credentials as Britain's top triple jumper. ""He has to start producing at international level and here is the beginning,"" said Edwards. ""Phillips still needs to be much more consistent. I'm sure a victory in Madrid will build up his confidence and self-belief that he can be best in the world."" The qualifying round of the men's triple jump in Madrid takes place on Friday with the final scheduled for Saturday. Olympic champion Christian Olsson will not be taking part as he is out for the entire indoor season with an ankle injury.
",sport
"Borders 19-20 Ulster
 
 Ulster clung on for a morale-boosting Celtic League win over bottom club Borders at Netherdale on Friday night.
 
 A late try by Borders substitute Jonny Weston had set up a dramatic finish, but the Scottish side could not complete the fightback. Ulster had led 20-6 with tries from Paul Steinmetz and Bryn Cunningham. But the Irish province failed to add to the tally in the second half and ended up relieved to get the win to lift them to eighth place in the table. Borders had edged ahead with a sixth-minute penalty by Charlie Hore - only to hand the visitors the initiative via a gift try. Calum MacRae surrendered possession before centre Steinmetz sent a chip into the danger zone. Substitute Joe Pattison - who had come on for the injured Gareth Morton - wrongly thought the ball was trickling out of play and eased up on the chase.
 
 The speedy Steinmetz had other ideas and he raced up to get the vital touch in the nick of time, giving Adam Larkin an easy conversion. Ally Warnock clawed back three points for Borders, but they were soon hit by another double-blow. First, Mark Blair was yellow carded for killing the ball on the ground and then full-back Cunningham bagged the second touchdown in the wake of fine work by skipper Andy Ward. Larkin again added the extras. Even worse was to come for Borders when Larkin kicked two more penalties just before the break, the second of which also led to Kelly Brown being sin-binned. The hosts gave themselves a glimmer of hope immediately after the restart, however, when Warnock struck a penalty at the other end. And he repeated the feat to set up the tense finale. Ulster coach mark McCall said he was delighted to get the victory. ""Borders are a tougher proposition this year in spite of the fact that they have not had a victory in some time,"" said McCall. ""In the first 20 minutes we were edgy but in the second 20 minutes we played some of our best rugby this season and scored two good tries.""
 
 Morton, Moffat, MacRae, Hore, Berthinussen, Warnock, Moore, Thomson, Ford, Douglas, Blair, Stewart, Gray, Brown, McEntee.
 
 Kay, Parr, McGee, Rennick, Weston, Millar, Pattison.
 
 Cunningham, Maxwell, Bell, Steinmetz, Howe, Larkin, Campbell, S. Best, Shields, Moore, Frost, McCullough, Ward, Feather, N. Best.
 
 Brady, McCormick, Longwell, Browne, Doak, S. Young, Bowe.
 
 Phil Fear (WRU)
",sport
"Bomb threat at Bernabeu stadium
 
 Spectators were evacuated from Real Madrid's Bernabeu stadium on Sunday following a bomb scare during the game between the hosts and Real Sociedad.
 
 More than 70,000 people abandoned the ground with the score at 1-1 and only three minutes left to play. The Basque newspaper Gara apparently received a telephone call saying a bomb was due to explode at 2100 local time. But after searching the stadium with sniffer dogs, the police said that no explosive device had been found.
 
 ""The police have said they have completed their search and have not found anything,"" said Real Madrid president Florentino Perez. ""The best thing we can all do now is to put this nightmare behind us."" Madrid midfielder Guti told private Spanish radio station Cadena Ser: ""I have never seen this before and sport should be above it all."" Real took the lead just before the break when Brazilian striker Ronaldo cracked home with his left foot. Sociedad levelled the match midway through the second half when Turkish striker Nihat Kahveci smashed home with an acrobatic finish. It is not yet clear if the remaining three minutes of the game will be played at a later date or if the result will be allowed to stand.
 
 If the result remains at 1-1, Real will drop to third place in the standings, 11 points behind leaders Barcelona, who snatched a late 2-1 win at Albacete on Saturday. Initial reports suggested the Basque separatist group ETA may be responsible for the bomb threat after issuing similar warnings before a series of small explosions in recent days. The Bernabeu was targeted by ETA on 1 May, 2002, when Madrid were about to play FC Barcelona in a Champions League semi-final. A car bomb exploded in a street outside the stadium and 17 people were slightly injured.
",sport
"India's Deccan gets more planes
 
 Air Deccan has signed a deal to acquire 36 planes from Avions de Transport Regional (ATR).
 
 The value of the deal has not been revealed, because of a confidentiality clause in the agreement. But Air Deccan's managing director Gorur Gopinath has said the price agreed was less than the catalogue price of $17.6m (£9.49m) per plane. Recently, India's first low-cost airline ordered 30 Airbus A320 planes for $1.8bn.
 
 Under the agreement, Air Deccan will buy 15 new ATR 72-500 and lease another 15. ATR will also provide six second hand airplanes. In a statement, ATR has said deliveries of the aircraft will begin in 2005 and will continue over a five-year period.
 
 Mr Gopinath said the planes will connect regional Indian cities. ""After an evaluation of both ATR and Bombardier aircraft, we have chosen the ATR aircraft as we find it most suitable for our operations and for the Indian market for short haul routes."" Filippo Bagnato, ATR's chief executive, has said that his firm will also work with Air Deccan to create a training centre in Bangalore.
 
 The potential of the Indian budget market has attracted attention from businesses at home and abroad. Air Deccan has said it will base its business model on European firms such as Ireland's Ryanair. Beer magnate Vijay Mallya recently set up Kingfisher Airlines, while UK entrepreneur Richard Branson has said he is keen to start a local operation. India's government has given its backing to cheaper and more accessible air travel.
",business
"Kennedy predicts bigger turnout
 
 Voters' ""pent up passion"" could confound predictions of a low turnout in the coming general election, Charles Kennedy has said.
 
 The Liberal Democrat leader predicted concerns over Iraq and other international and domestic issue would express themselves during the campaign. His comments come as an inquiry looks at how best to boost voter turnouts. Ex-foreign secretary Robin Cook said people were not apathetic but fed up of ""pager politics"" and not being heard. He, like Mr Kennedy, pointed to the hundreds of thousands of people who demonstrated against plans for the Iraq war.
 
 Mr Cook, who is giving evidence to the Power inquiry into voter turnout rates, told BBC Radio 4's Today Programme it was not fair to blame the public who were ""more interested in politics than ever before"". ""They are turned off by the way we do politics in Britain. There's a message there for politicians."" He urged politicians to avoid negative campaigning and to ""speak more from the heart"". ""We should be not so afraid to say what we stand for."" He also criticised the cult of personality politics: ""There's far too much interest in celebrities. ""Politics are in danger of becoming another branch of the celebrity industry."" The government has tried a number of things in an attempt to boost voter turnout, which fell to 59% in the last general election in 2001. This has included bringing in directly elected mayors to head local authorities and trialling postal voting.
",politics
"Wilkinson fit to face Edinburgh
 
 England captain Jonny Wilkinson will make his long-awaited return from injury against Edinburgh on Saturday.
 
 Wilkinson, who has not played since injuring his bicep on 17 October, took part in full-contact training with Newcastle Falcons on Wednesday. And the 25-year-old fly-half will start Saturday's Heineken Cup match at Murrayfield on the bench. But Newcastle director of rugby Rob Andrew said: ""He's fine and we hope to get him into the game at some stage."" The 25-year-old missed England's autumn internationals after aggravating the haematoma in his upper right arm against Saracens. He was subsequently replaced as England captain by full-back Jason Robinson. Sale's Charlie Hodgson took over the number 10 shirt in the internationals against Canada, South Africa and Australia. Wilkinson's year has been disrupted by injury as his muscle problem followed eight months on the sidelines with a shoulder injury sustained in the World Cup final.
",sport
"Dollar hits new low versus euro
 
 The US dollar has continued its record-breaking slide and has tumbled to a new low against the euro.
 
 Investors are betting that the European Central Bank (ECB) will not do anything to weaken the euro, while the US is thought to favour a declining dollar. The US is struggling with a ballooning trade deficit and analysts said one of the easiest ways to fund it was by allowing a depreciation of the dollar. They have predicted that the dollar is likely to fall even further.
 
 The US currency was trading at $1.364 per euro at 1800 GMT on Monday. This compares with $1.354 to the euro in late trading in New York on Friday, which was then a record low.
 
 The dollar has weakened sharply since September when it traded about $1.20 against the euro. It has lost 7% this year, while against the Japanese yen it is down 3.2%. Traders said that thin trading levels had amplified Monday's move. ""It's not going to take much to push [the dollar] one way or the other,"" said Grant Wilson of Mellon Bank. Liquidity - a measure of the number of parties willing to trade in the market - was about half that of a normal working day, traders said.
",business
"Applegate's Charity show closes
 
 US musical Sweet Charity has cancelled its run on Broadway after poor ticket sales for its early shows.
 
 Star Christina Applegate had to pull out of pre-Broadway performances earlier this month with a broken foot. Producer Barry Weissler said he was ""deeply proud"" of the show, but said the decision to close it was ""painful but fiscally responsible"". Applegate, who starred in TV comedy Married With Children, had been hoping to make her Broadway debut in the show. The 33-year-old injured herself while performing in Chicago, and had been hoping to recover in time for its official New York opening on 21 April. She had received mixed reviews for performances in Minneapolis and Chicago. Previews of the $7.5m (£4m) show were due to begin on 4 April. Sweet Charity tells the story of Charity Hope Valentine, a dancer who always falls in love with the wrong man. It was first performed on Broadway in 1966 with Gwen Verdon in the title role, while Shirley MacLaine starred in the 1969 film version.
",entertainment
"BA to suspend two Saudi services
 
 British Airways is to halt its flights from London Heathrow to Jeddah and Riyadh in Saudi Arabia from 27 March.
 
 The airline said the decision was a commercial one due to reduced passenger demand for the services. BA currently operates four flights per week from Heathrow to Jeddah, and three weekly journeys to Riyadh. It suspended flights to Saudi Arabia for three weeks in autumn 2003 after a government warning about a ""threat to UK aviation interests in Saudi Arabia"".
 
 BA will now suspend the Saudi flights - which it says will remain ""under constant review"" - from 27 March. ""The decision to suspend flights between the UK and Saudi Arabia is a difficult one to make as we have enjoyed a long history of flying between the two countries,"" said BA director of commercial planning, Robert Boyle. ""However, the routes don't currently make a profitable contribution to our business and we are unable to sustain them while this remains the case."" Passengers with flights booked after the suspension date will be contacted by BA for alternative arrangements to be made.
",business
"Prutton poised for lengthy FA ban
 
 Southampton's David Prutton faces a possible seven-match ban when he goes before the Football Association.
 
 The 23-year-old has admitted two charges of improper conduct following his dismissal against Arsenal. The first charge relates to his failure to leave the field promptly, pushing referee Alan Wiley and remonstrating with assistant referee Paul Norman. And the second charge is for using threatening words and/or behaviour to a match official during the 1-1 draw.
 
 Paolo di Canio was given a seven-match suspension when he pushed referee Paul Alcock over in a Premiership game between Sheffield Wednesday and Arsenal in 1998. Prutton will be joined at Wednesday's hearing by Saints boss Harry Redknapp, who believes that the FA will throw the book at his player. Redknapp himself sprinted along the touchline to help physio Jim Joyce and coach Denis Rofe shepherd the enraged Prutton away from referee's assistant Norman. ""David has made a big mistake and he knows it. I can't condone what he's done. He was out of order but he knows that,"" said Redknapp. ""He's a decent lad. He over-reacted badly for some reason - he had a rush of blood from somewhere. Off the pitch you couldn't meet a nicer lad."" Prutton has apologised publicly for his actions and to Arsenal's Robert Pires, who was injured in a wild tackle by the Saints' midfield man.
 
 He said: ""It's an horrendous situation. I apologise to the ref and linesman, who were only doing their job. ""I've also seen what happened to Pires' leg and I'm sorry for that as well."" ""I apologise for the people who saw it. I know you get lots of kids going to the match now and they don't pay money to see that sort of thing. ""It's not a cop-out, but it was all a bit of a blur. Sometimes you react and it's beyond your control, "" added Prutton.
",sport
"World leaders gather to face uncertainty
 
 More than 2,000 business and political leaders from around the globe are arriving in the Swiss mountain resort Davos for the annual World Economic Forum (WEF). For five days, they will discuss issues ranging from China's economic power to Iraq's future after this Sunday's elections. UK Prime Minister Tony Blair and South African President Thabo Mbeki are among the more than 20 government leaders and heads of state leaders attending the meeting. Unlike previous years, protests against the WEF are expected to be muted. Anti-globalisation campaigners have called off a demonstration planned for the weekend.
 
 The Brazilian city of Porto Alegre will host the rival World Social Forum, timed to run in parallel with the WEF's ritzier event in Davos.
 
 The organisers of the Brazilian gathering, which brings together thousands of campaigners against globalisation, for fair trade, and many other causes, have promised to set an alternative agenda to that of the Swiss summit. However, many of the issues discussed in Porto Alegre are Davos talking points as well. ""Global warming"" features particularly high. WEF participants are being asked to offset the carbon emissions they cause by travelling to the event. Davos itself is in deep frost. The snow is piled high across the mountain village, and at night the wind chill takes temperatures down to minus 20C and less.
 
 Ultimately, the forum will be dominated by business issues - from outsourcing to corporate leadership - with bosses of more than a fifth of the world's 500 largest companies scheduled to attend.
 
 But much of the media focus will be on the political leaders coming to Davos, not least because the agenda of this year's forum seems to lack an overarching theme. ""Taking responsibility for tough choices"" is this year's official talking point, hinting at a welter of knotty problems. One thing seems sure, though: transatlantic disagreements over how to deal with Iran, Iraq and China are set to dominate discussions. Pointedly, only one senior official from President Bush's new administration is scheduled to attend. The US government may still make a conciliatory gesture, just as happened a year ago when Vice President Dick Cheney made a surprise appearance in Davos.
 
 Ukraine's new president, Viktor Yushchenko, is to speak, just days after his inauguration, an event that crowned the civil protests against the rigged first election that had tried to keep him from power.
 
 The European Union's top leaders, among them German Chancellor Gerhard Schroeder and European Commission President Manuel Barosso, will be here too. Mr Blair will formally open the proceedings, although his speech will be pre-empted by French President Jacques Chirac, who announced his attendance at the last minute and secured a slot for a ""special message"" two hours before Mr Blair speaks. The organisers also hope that the new Palestinian leader, Mahmoud Abbas, will use the opportunity for talks with at least one of the three Israeli deputy prime ministers coming to the event, a list that includes Shimon Peres. Davos fans still hark back to 1994, when talks between Yassir Arafat and Mr Peres came close to a peace deal. Mr Blair's appearance will be keenly watched too, as political observers in the UK claim it is a calculated snub against political rival Chancellor Gordon Brown, who was supposed to lead the UK government delegation.
 
 Microsoft founder Bill Gates, the world's richest man and a regular at Davos, will focus on campaigning for good causes, though business interests will not be wholly absent either. Having already donated billions of dollars to the fight against Aids and Malaria, Mr Gates will call on world leaders to support a global vaccination campaign to protect children in developing countries from easily preventable diseases. On Tuesday, Mr Gates pledged $750m (£400m) of his own money to support the cause. Mr Gates' company, software giant Microsoft, also hopes to use Davos to shore up its defences against open source software like Linux, which threaten Microsoft's near monopoly on computer desktops. Mr Gates is said to be trying to arrange a meeting with Brazil's President Lula da Silva. The Brazilian government has plans to switch all government computers from Microsoft to Linux. At Davos, global problem solving and networking are never far apart.
",business
"Brown's poll campaign move denied
 
 The government has denied reports that Gordon Brown is preparing to oust Alan Milburn as Labour's election supremo.
 
 Work and pensions minister Alan Johnson said it was wrong to suggest the chancellor would usurp Mr Milburn, adding they would ""work as a team"". A report in the Sunday Business claimed Mr Brown has been asked to take charge of media strategy, while Mr Milburn would move to a behind-the-scenes role. Labour has always maintained Mr Brown would have a central campaign role.
 
 But many Labour backbenchers are said to be dissatisfied with the way election campaigning has gone and have said they wanted to see the chancellor take a bigger role. Some commentators say the Tories have grasped the initiative, putting Labour on the back foot, having to respond to Conservative policy announcements. These claims follow various opinion polls which suggest the Tories have been gaining on Labour. Party strategists are believed to want to bring Mr Brown to centre-stage having seen support rise, in private polling, after his Budget last week. But another report in the Sunday Telegraph claims Mr Milburn is unwilling to allow any new role for the chancellor to come at his expense. Mr Johnson told BBC News: ""Gordon Brown will play a central role in any election campaign. ""They were wrong when they said Milburn was ousting Brown and they're wrong now if they are saying Brown is ousting Milburn. We work as a team."" Mr Milburn has repeatedly said the chancellor was key to the campaign and dismissed claims of a rift. Neither Downing Street nor the Labour Party would comment directly on the reports.
",politics
"Portishead back after eight years
 
 Cult British group Portishead have revealed they are writing their third album, their first in eight years.
 
 Founding member Geoff Barrow told BBC 6 Music the record was well on the way to being completed. ""We're actually into it as we speak. We took some time off for Christmas, but generally we're doing another record,"" Barrow told the digital radio station. News of their album plans comes after confirmation the Bristol band will play a tsunami charity show next month. Portishead will play alongside fellow Bristol band Massive Attack at Oxfam's Tsumani appeal, held at the Bristol Academy on 19 February. Barrow said he was surprised people thought the band, who won a Mercury Music Prize in 1995 for their debut album Dummy, had split up.
 
 ""We've just had our heads down really, we've never actually broken up, or parted, or whatever. ""So for us it just seems, even though we haven't played for years, we still see each other and write - we just haven't released a record for a long time."" Portishead will not play any new material at next month's concert, which will feature singer Beth Gibbons playing with an acoustic backing. Other acts appearing include Liverpool band The Coral and former Led Zeppelin singer Robert Plant. Portishead became an international success and a deeply influential band despite their scant recorded output. Dummy was a critics' favourite in 1994, hailed for its blend of menacing sounds and hip-hop beats married to old soul samples. The follow up, Portishead, was released three years later.
",entertainment
"Brown shrugs off economy fears
 
 Gordon Brown is to freeze petrol duty increases, fund a £1bn package to avoid big council tax rises and boost childcare and maternity leave.
 
 In an upbeat pre-Budget report, he slightly increased borrowing but insisted economic targets would be met. The chancellor also hailed the longest period of growth in UK ""industrial history"" but denied he was ""gloating"". But Oliver Letwin, for the Tories, attacked government red tape and debt, dubbing Mr Brown ""Sir Wastealot"".
 
 The shadow chancellor said Mr Brown's ""golden rule"" had ""turned to dross in his hands"" and said he was borrowing to spend, not invest, with predicted debt over the coming years totalling £170bn. Mr Letwin told MPs: ""The tide is going out on the chancellor's credibility. He is spending, borrowing and taxing so much because he is not getting value for taxpayer's money.""
 
 Vincent Cable, for the Liberal Democrats, accused Mr Brown of ducking tough choices.
 
 He said: ""Last week the prime minister gave us the politics of fear; this week the chancellor has offered the economics of complacency. ""There are serious challenges ahead from the falling dollar and from the rapid downturn in the UK housing market and rising personal debt. But they have not been confronted."" Mr Brown rejected the Lib Dem's call to open up the government's books to the National Audit Office, saying decisions on tax and spending should be made by ministers. Some economists say his forecasts on public finances are wishful thinking. BBC economic editor Evan Davis said the figures were plausible but also a gamble.
 
 Mr Brown's insistence he was not ""gloating"" was a pointed rebuttal of a warning from new European Commissioner Peter Mandelson. In his speech, he set out a 10-year childcare strategy for if Labour wins the next election.
 
 It includes a £285m cash injection to extend paid maternity leave from six months to nine, with parents able to transfer leave from the mother to the father. He also promised to increase free nursery education for three and four-year-olds to 15 hours from April 2007. And funds would be provided to keep schools open from 0800 to 1800GMT to look after children while their parents were at work. Taken together, the measures would create a ""welfare state that is truly family-friendly for the first time in its history"", said Mr Brown. He also announced a cash hand-out for older pensioners, with payments of £50 for the over-70s as part of the winter fuel allowance. In a move ministers say should keep council tax rises below 5% next year, the chancellor said he was providing an extra £1bn for local councils. The money is expected to come from government departments such as health and education.
 
 Mr Brown said he was set to meet his two fiscal rules - to borrow only to invest and keep debt ""low and sustainable"" - both in this economic cycle and the next. Borrowing figures for 2003/4 are £35bn - £2.5bn less than the £37.5bn predicted in March's budget, as already announced by the Office for National Statistics. Borrowing is tipped to fall to £31bn by 2005/06 - but that is still £2bn more than Mr Brown predicted in his March budget. Inflation would be 1.75% next year and 2% in the years to follow, Mr Brown forecast. He also pledged an extra £105m for security and counter-terrorism. Business groups have welcomed efforts to improve competitiveness and invest more in skills and innovation. But there worries about the costs of more family-friendly working. Simon Sweetman, from the Federation of Small Businesses, said: ""The proposals on maternity leave have clearly been made with a general election in mind and with little thought to the impact on small employers.""
",politics
"Springer criticises Opera musical
 
 Talk show host Jerry Springer, whose programme inspired the controversial opera shown by the BBC, has said he would not have written it himself.
 
 The BBC received 47,000 complaints before the musical was broadcast, and protesters demonstrated outside BBC buildings across the UK. Springer helped launch the West End show and attended the opening night. ""I wouldn't have written it. I don't believe in making fun of other religions,"" he said.
 
 The TV host said he understood how people could have thought the musical had gone too far. ""You know, on our TV show if people use inappropriate language we bleep it out, if there's nudity we cover it up, so that viewers at home don't get to see any of this,"" he said.
 
 Asked whether he thought the BBC should have screened the controversial musical he said: ""I don't know if they should have had it on television but, good Lord, if you don't like what's on television, that's why God gave us remote controls. ""My show is about dysfunctional people and I defy anyone to watch the show and suggest to me the people on it aren't to some degree dysfunctional.""
 
 ""If I did a show about the war in Iraq, it wouldn't make me a warmonger, I would just be doing my job to report on the war. ""In the case of my show, it's my job to report on the dysfunctions that take place in society."" The British-born presenter is in London to speak at a fundraising dinner for the United Jewish Israel Appeal. The dinner, on Tuesday, is expected to be attended by more than 800 guests.
",entertainment
"McCririck out of Big Brother show
 
 Racing pundit John McCririck has become the latest contestant to be evicted from Celebrity Big Brother.
 
 He was nominated to leave the Channel 4 show by fellow housemates, alongside Happy Mondays dancer Bez. At one time Bez was among the most popular contestants but he has since become withdrawn and argumentative. McCririck was ordered to leave the house on Monday, following Jackie Stallone, the actor Sylvester's mother, who was first to be evicted. Bez reacted badly to the news that he had been nominated by five of his fellow housemates, whilst John received four votes against him. Sylvester Stallone's ex-wife Brigitte Nielsen nominated both John and Bez. She said: ""Bez is a difficult human being. There's something wrong with him. Even though he's making an effort, he's not very happy in here."" Former Holby City actor Jeremy Edwards said he had nominated Bez after he became agitated on Friday night and talked about escaping over the wall to go clubbing. He said Bez was being ""loopy"" and ""stressed"". According to bookmaker Ladbrokes, John McCririck was 1/3 favourite to be evicted on Monday while Bez was at 9/4 . McCririck faced the public vote on Friday and received 67% of the vote to keep him in the house, whilst Jackie Stallone was evicted.
",entertainment
"Defection timed to hit tax pledge
 
 With impeccable and precisely-calculated timing, Tory defector Robert Jackson and his new Labour bosses have attempted to overshadow Michael Howard's latest announcement on taxation and spending.
 
 With just about everyone in Westminster now working towards a May general election, Mr Howard is eager to map out some clear and distinctive policies aimed at finally shifting the Tories' resolutely depressing poll showings. The big idea is his £35bn savings on waste and bureaucracy which Mr Howard has pledged to plough back into public services and tax cuts. And it was virtually certain his pledge on tax cuts was meant to be the core message from his interview on the BBC One's Breakfast with Frost programme. He and his shadow Chancellor Oliver Letwin have been edging towards an announcement on this front for some months now, but without any concrete pledges. But Mr Howard announced that, of the £35bn he has earmarked from savings, £12bn will be used to plug Labour's claimed financial black hole with any left over going to tax cuts in Mr Letwin's first budget. He would not be precise, but there are already suggestions he is set to announce lifting the threshold on income tax and reforming or abolishing inheritance tax. But he did, for the first time, say there would be such tax cuts.
 
 ""At this election, people will have a clear choice between Mr Blair who will waste more and tax more and the Conservative party which will give value for money and tax less"". It is the Tories' attempt to open that famed ""clear blue water"" between them and the Labour party and return to a traditional Tory agenda that will both reassure the middle England voters who have abandoned him and appeal to core Conservative voters. So it is a pretty safe bet to assume that, when Robert Jackson finally decided to jump ship and swim over to the Labour benches, his new masters decided to time the announcement for the greatest possible impact. Mr Howard, however, was dismissive. ""These things happen from time to time. There are disagreements between Robert Jackson and me.
 
 ""The election is not going to be decided on what Robert Jackson did,"" he added. And that is certainly true. The election will be decided on ""the economy stupid"". Other issues like the Iraq war and the ""trust"" thing will also play a major part. But it is the economy that will probably be the greatest influence over the way people finally vote. And many on the Tory benches have been crying out for Mr Howard to get back onto the old Tory tax cuts agenda. Mr Howard knows that risks accusations that, as a result, he would slash public services, so he has attempted to shoot that fox first. With polls suggesting voters would rather any government cash surpluses were spent on schools and hospitals before tax cuts, he has suggested that is exactly what he will do. Whether this will finally be enough to shift those polls remains to be seen.
",politics
"Venus stunned by Farina Elia
 
 Venus Williams suffered a first-round defeat for the first time in four years at the Dubai Championships.
 
 Sylvia Farina Elia, who had lost all nine of her previous meetings with the American fifth seed, won 7-5 7-6 (8-6). Former Wimbledon champion Conchita Martinez and India's Sania Mirza, the oldest and youngest players in the draw, also reached the second round. Martinez, 32, beat Shinobu Asagoe 6-4 6-4 and 18-year-old Mirza beat Jelena Kostanic 6-7 (7-2) 6-4 6-1. Mirza, the first Indian woman to win a WTA Tour title this month on home ground at Hyderabad, will now face US Open champion Svetlana Kuznetsova.
 
 But she is remaining confident. ""She (Kuznetsova) is a great player,"" she said. ""But everyone is beatable and I am looking forward to a great match."" Williams though blamed her defeat by Farina Elia on injuries. ""Blisters were a factor, but mostly my stomach wasn't that great,"" she said. ""I did it in the last tournament in the semi-finals, and I was serving at 40% in the final. ""The first time I served again was Sunday and there wasn't a lot I could do out there. When your serve isn't good it throws the rest of your game off too."" She will wait to see how she recovers before deciding whether to take part in the Nasdaq-100 Open in Miami, starting on 21 March.
",sport
"Schools to take part in mock poll
 
 Record numbers of schools across the UK are to take part in a mock general election backed by the government.
 
 Some 600 schools have already signed up for the Y Vote Mock Elections 2005 run by the Hansard Society and aimed at boosting interest in politics. Pupils in the schools taking part will learn the skills of speech writers, canvassers and political candidates. Schools Minister Stephen Twigg said engaging young people's interest was ""essential"" to the future of democracy.
 
 He added: said ""Young people who are engaged and motivated by the political process are essential to the future health of our democracy. ""The mock elections initiative provides an opportunity for pupils to develop their own understanding of how the democratic process works and why it matters. ""By experiencing the election process first hand - from running a campaign to the declaration of the final result - we hope that young people will develop the enthusiasm to take part in the future."" The Hansard Society, the Electoral Commission and the Department for Education and Skills are running the programme. Pupils will stand as party candidates, speech writers and canvassers. Michael Raftery, project manager at the Hansard Society, said: ""The Y Vote Mock Elections for schools mirror the excitement and buzz of a real election, raising awareness of citizenship, and the benefits of active democracy."" The mock votes will take place around 5 May, widely expected to be the date of the general election. Information packs, including ballot papers and manifesto guides, with elections happening in early May were sent out to the 3,000 schools invited to take part.
",politics
